,filenames,labels
11097,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-34.jpg,Seborrheic Keratoses and other Benign Tumors
11098,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-45.jpg,Seborrheic Keratoses and other Benign Tumors
11099,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/accessory-trachus-2.jpg,Seborrheic Keratoses and other Benign Tumors
11100,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-129.jpg,Seborrheic Keratoses and other Benign Tumors
11101,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/connective-tissue-nevus-1.jpg,Seborrheic Keratoses and other Benign Tumors
11102,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-63.jpg,Seborrheic Keratoses and other Benign Tumors
11103,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-116.jpg,Seborrheic Keratoses and other Benign Tumors
11104,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/connective-tissue-nevus-2.jpg,Seborrheic Keratoses and other Benign Tumors
11105,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-137.jpg,Seborrheic Keratoses and other Benign Tumors
11106,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/Sebaceoushyperplasia.jpg,Seborrheic Keratoses and other Benign Tumors
11107,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-126.jpg,Seborrheic Keratoses and other Benign Tumors
11108,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-40.jpg,Seborrheic Keratoses and other Benign Tumors
11109,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-107.jpg,Seborrheic Keratoses and other Benign Tumors
11110,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-113.jpg,Seborrheic Keratoses and other Benign Tumors
11111,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-46.jpg,Seborrheic Keratoses and other Benign Tumors
11112,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/cylindroma-14.jpg,Seborrheic Keratoses and other Benign Tumors
11113,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-134.jpg,Seborrheic Keratoses and other Benign Tumors
11114,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-12.jpg,Seborrheic Keratoses and other Benign Tumors
11115,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-130.jpg,Seborrheic Keratoses and other Benign Tumors
11116,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-74.jpg,Seborrheic Keratoses and other Benign Tumors
11117,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-114.jpg,Seborrheic Keratoses and other Benign Tumors
11118,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-30.jpg,Seborrheic Keratoses and other Benign Tumors
11119,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/cylindroma-15.jpg,Seborrheic Keratoses and other Benign Tumors
11120,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/cylindroma-13.jpg,Seborrheic Keratoses and other Benign Tumors
11121,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-11.jpg,Seborrheic Keratoses and other Benign Tumors
11122,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-15.jpg,Seborrheic Keratoses and other Benign Tumors
11123,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-50.jpg,Seborrheic Keratoses and other Benign Tumors
11124,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-72.jpg,Seborrheic Keratoses and other Benign Tumors
11125,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-76.jpg,Seborrheic Keratoses and other Benign Tumors
11126,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/acquired-digital-fibrokeratoma-5.jpg,Seborrheic Keratoses and other Benign Tumors
11127,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-32.jpg,Seborrheic Keratoses and other Benign Tumors
11128,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-5.jpg,Seborrheic Keratoses and other Benign Tumors
11129,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-136.jpg,Seborrheic Keratoses and other Benign Tumors
11130,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-7.jpg,Seborrheic Keratoses and other Benign Tumors
11131,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-13.jpg,Seborrheic Keratoses and other Benign Tumors
11132,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-57.jpg,Seborrheic Keratoses and other Benign Tumors
11133,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/20cystAnal053104.jpg,Seborrheic Keratoses and other Benign Tumors
11134,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/cylindroma-3.jpg,Seborrheic Keratoses and other Benign Tumors
11135,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/cylindroma-1.jpg,Seborrheic Keratoses and other Benign Tumors
11136,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/accessory-trachus-5.jpg,Seborrheic Keratoses and other Benign Tumors
11137,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/cylindroma-11.jpg,Seborrheic Keratoses and other Benign Tumors
11138,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-56.jpg,Seborrheic Keratoses and other Benign Tumors
11139,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-62.jpg,Seborrheic Keratoses and other Benign Tumors
11140,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/accessory-trachus-3.jpg,Seborrheic Keratoses and other Benign Tumors
11141,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/SebaceousAdemoma1.jpg,Seborrheic Keratoses and other Benign Tumors
11142,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/20cystAnal0531041.jpg,Seborrheic Keratoses and other Benign Tumors
11143,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/accessory-trachus-1.jpg,Seborrheic Keratoses and other Benign Tumors
11144,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/20RupturedCyst.jpg,Seborrheic Keratoses and other Benign Tumors
11145,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-118.jpg,Seborrheic Keratoses and other Benign Tumors
11146,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-111.jpg,Seborrheic Keratoses and other Benign Tumors
11147,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-14.jpg,Seborrheic Keratoses and other Benign Tumors
11148,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-115.jpg,Seborrheic Keratoses and other Benign Tumors
11149,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-104.jpg,Seborrheic Keratoses and other Benign Tumors
11150,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/calcifying-epithelioma-2.jpg,Seborrheic Keratoses and other Benign Tumors
11151,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/20CystClearFluid.jpg,Seborrheic Keratoses and other Benign Tumors
11152,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-21.jpg,Seborrheic Keratoses and other Benign Tumors
11153,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-101.jpg,Seborrheic Keratoses and other Benign Tumors
11154,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/calcifying-epithelioma-7.jpg,Seborrheic Keratoses and other Benign Tumors
11155,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/accessory-nipple-10.jpg,Seborrheic Keratoses and other Benign Tumors
11156,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/calcifying-epithelioma-6.jpg,Seborrheic Keratoses and other Benign Tumors
11157,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-52.jpg,Seborrheic Keratoses and other Benign Tumors
11158,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-15.jpg,Seborrheic Keratoses and other Benign Tumors
11159,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/accessory-nipple-1.jpg,Seborrheic Keratoses and other Benign Tumors
11160,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-124.jpg,Seborrheic Keratoses and other Benign Tumors
11161,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/atypical-fibroxanthoma-1.jpg,Seborrheic Keratoses and other Benign Tumors
11162,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-51.jpg,Seborrheic Keratoses and other Benign Tumors
11163,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-127.jpg,Seborrheic Keratoses and other Benign Tumors
11164,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/acquired-digital-fibrokeratoma-2.jpg,Seborrheic Keratoses and other Benign Tumors
11165,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/accessory-nipple-4.jpg,Seborrheic Keratoses and other Benign Tumors
11166,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/20PilarCyst0825.jpg,Seborrheic Keratoses and other Benign Tumors
11167,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-54.jpg,Seborrheic Keratoses and other Benign Tumors
11168,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/accessory-nipple-6.jpg,Seborrheic Keratoses and other Benign Tumors
11169,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-33.jpg,Seborrheic Keratoses and other Benign Tumors
11170,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/atypical-fibroxanthoma-2.jpg,Seborrheic Keratoses and other Benign Tumors
11171,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-58.jpg,Seborrheic Keratoses and other Benign Tumors
11172,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-1.jpg,Seborrheic Keratoses and other Benign Tumors
11173,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/07GiantComedone.jpg,Seborrheic Keratoses and other Benign Tumors
11174,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-103.jpg,Seborrheic Keratoses and other Benign Tumors
11175,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-12.jpg,Seborrheic Keratoses and other Benign Tumors
11176,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/cylindroma-5.jpg,Seborrheic Keratoses and other Benign Tumors
11177,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-119.jpg,Seborrheic Keratoses and other Benign Tumors
11178,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-24.jpg,Seborrheic Keratoses and other Benign Tumors
11179,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/20EpidermCystRuptured.jpg,Seborrheic Keratoses and other Benign Tumors
11180,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-49.jpg,Seborrheic Keratoses and other Benign Tumors
11181,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-125.jpg,Seborrheic Keratoses and other Benign Tumors
11182,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-19.jpg,Seborrheic Keratoses and other Benign Tumors
11183,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-43.jpg,Seborrheic Keratoses and other Benign Tumors
11184,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-61.jpg,Seborrheic Keratoses and other Benign Tumors
11185,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-55.jpg,Seborrheic Keratoses and other Benign Tumors
11186,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/calcifying-epithelioma-5.jpg,Seborrheic Keratoses and other Benign Tumors
11187,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/cylindroma-7.jpg,Seborrheic Keratoses and other Benign Tumors
11188,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-13.jpg,Seborrheic Keratoses and other Benign Tumors
11189,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-100.jpg,Seborrheic Keratoses and other Benign Tumors
11190,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/accessory-nipple-9.jpg,Seborrheic Keratoses and other Benign Tumors
11191,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/accessory-nipple-5.jpg,Seborrheic Keratoses and other Benign Tumors
11192,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-128.jpg,Seborrheic Keratoses and other Benign Tumors
11193,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-37.jpg,Seborrheic Keratoses and other Benign Tumors
11194,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-10.jpg,Seborrheic Keratoses and other Benign Tumors
11195,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-39.jpg,Seborrheic Keratoses and other Benign Tumors
11196,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/20PilarCyst1.jpg,Seborrheic Keratoses and other Benign Tumors
11197,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-16.jpg,Seborrheic Keratoses and other Benign Tumors
11198,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-70.jpg,Seborrheic Keratoses and other Benign Tumors
11199,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-59.jpg,Seborrheic Keratoses and other Benign Tumors
11200,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/cylindroma-9.jpg,Seborrheic Keratoses and other Benign Tumors
11201,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/cylindroma-6.jpg,Seborrheic Keratoses and other Benign Tumors
11202,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-131.jpg,Seborrheic Keratoses and other Benign Tumors
11203,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-64.jpg,Seborrheic Keratoses and other Benign Tumors
11204,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/acquired-digital-fibrokeratoma-7.jpg,Seborrheic Keratoses and other Benign Tumors
11205,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-11.jpg,Seborrheic Keratoses and other Benign Tumors
11206,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-75.jpg,Seborrheic Keratoses and other Benign Tumors
11207,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/cylindroma-8.jpg,Seborrheic Keratoses and other Benign Tumors
11208,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-17.jpg,Seborrheic Keratoses and other Benign Tumors
11209,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-4.jpg,Seborrheic Keratoses and other Benign Tumors
11210,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-8.jpg,Seborrheic Keratoses and other Benign Tumors
11211,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-67.jpg,Seborrheic Keratoses and other Benign Tumors
11212,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/20SebNevus0216.jpg,Seborrheic Keratoses and other Benign Tumors
11213,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-69.jpg,Seborrheic Keratoses and other Benign Tumors
11214,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-78.jpg,Seborrheic Keratoses and other Benign Tumors
11215,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-18.jpg,Seborrheic Keratoses and other Benign Tumors
11216,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-14.jpg,Seborrheic Keratoses and other Benign Tumors
11217,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-3.jpg,Seborrheic Keratoses and other Benign Tumors
11218,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-60.jpg,Seborrheic Keratoses and other Benign Tumors
11219,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-102.jpg,Seborrheic Keratoses and other Benign Tumors
11220,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-73.jpg,Seborrheic Keratoses and other Benign Tumors
11221,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-2.jpg,Seborrheic Keratoses and other Benign Tumors
11222,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-68.jpg,Seborrheic Keratoses and other Benign Tumors
11223,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/accessory-nipple-8.jpg,Seborrheic Keratoses and other Benign Tumors
11224,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/calcifying-epithelioma-4.jpg,Seborrheic Keratoses and other Benign Tumors
11225,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-77.jpg,Seborrheic Keratoses and other Benign Tumors
11226,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-132.jpg,Seborrheic Keratoses and other Benign Tumors
11227,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-22.jpg,Seborrheic Keratoses and other Benign Tumors
11228,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-110.jpg,Seborrheic Keratoses and other Benign Tumors
11229,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/acquired-digital-fibrokeratoma-6.jpg,Seborrheic Keratoses and other Benign Tumors
11230,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-121.jpg,Seborrheic Keratoses and other Benign Tumors
11231,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-47.jpg,Seborrheic Keratoses and other Benign Tumors
11232,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-1.jpg,Seborrheic Keratoses and other Benign Tumors
11233,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-165.jpg,Seborrheic Keratoses and other Benign Tumors
11234,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/eccrine-spiradenoma-3.jpg,Seborrheic Keratoses and other Benign Tumors
11235,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-49.jpg,Seborrheic Keratoses and other Benign Tumors
11236,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-7.jpg,Seborrheic Keratoses and other Benign Tumors
11237,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-118.jpg,Seborrheic Keratoses and other Benign Tumors
11238,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-21.jpg,Seborrheic Keratoses and other Benign Tumors
11239,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-128.jpg,Seborrheic Keratoses and other Benign Tumors
11240,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-38.jpg,Seborrheic Keratoses and other Benign Tumors
11241,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-62.jpg,Seborrheic Keratoses and other Benign Tumors
11242,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-88.jpg,Seborrheic Keratoses and other Benign Tumors
11243,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-105.jpg,Seborrheic Keratoses and other Benign Tumors
11244,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-159.jpg,Seborrheic Keratoses and other Benign Tumors
11245,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-22.jpg,Seborrheic Keratoses and other Benign Tumors
11246,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-115.jpg,Seborrheic Keratoses and other Benign Tumors
11247,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-151.jpg,Seborrheic Keratoses and other Benign Tumors
11248,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-185.jpg,Seborrheic Keratoses and other Benign Tumors
11249,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-171.jpg,Seborrheic Keratoses and other Benign Tumors
11250,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-60.jpg,Seborrheic Keratoses and other Benign Tumors
11251,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-76.jpg,Seborrheic Keratoses and other Benign Tumors
11252,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-140.jpg,Seborrheic Keratoses and other Benign Tumors
11253,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-28.jpg,Seborrheic Keratoses and other Benign Tumors
11254,/content/drive/MyDrive/SkinDiseaseClassifier/train/Seborrheic Keratoses and other Benign Tumors/dermatofibroma-34.jpg,Seborrheic Keratoses and other Benign Tumors
